,Title,Review,Rating
25799,Good choice,"Except for sound output, everything else was good.
Sound was bit low, need to use external speakers.",4
25800,Really Nice,Good Laptop,4
25801,Good quality product,"Best in this price range
But
Little bit heavy
Battery drain fastly
Heating issue while charging",4
25802,Worth the money,Very nice product 👍,4
25803,Really Nice,Good laptop on this price,4
25804,Good quality product,Value for money,4
25805,Very Good,Good product,4
25806,Worth the money,Everything is great in this laptop except battery. Battery backup is almost 2 hours on power saving mode. Overall a great product within 50k.,4
25807,Good quality product,"Overall product good in all features like performance
Battery
Etc but
Some issues like low brightness
And cheap build quality otherwise product is good....",4
25808,Good quality product,"Good but need good battery
Only 2.5-3hrs ...

Charging time good 1.2 hrs",4
25809,Good quality product,"Good one
But Heavy",4
25810,Nice product,"If memory isn't an issue for u, then it's great laptop",4
25811,Good choice,Good,4
25812,Wonderful,Perfectly works,4
25813,Really Nice,Good Product,4
25814,Worth the money,The product Is very nice and good but not give microsoft license for all microsoft apps,4
25815,Very Good,Good,4
25816,Really Nice,Good,4
25817,Value-for-money,Best product,4
25818,Pretty good,Good performance but battery life very bad 👎🏼,4
25819,Good choice,Best laptop under 50k,4
25820,Really Nice,"Overall good product,go for it.",4
25821,Pretty good,Using from past 30 days it's better no the best,4
25822,Nice product,Good...,4
25823,Worth the money,Nice laptop,4
25824,Pretty good,Value for money laptop!,4
25825,Really Nice,nice pc in decent range,4
25826,Worth the money,Good product really loved it,4
25827,Nice product,"Its competitors provide better build quality. But that doesn't mean its not badly built. I'd say its fine. Not bad not good.

Performance is nice.
Thermals could've been better. But cant complain all laptop heats while gaming.
You should use a cooling pad while gaming.

Battery life is about 4 hours while doing normal light work.
Dont try to game on battery power.
Always game while charging for best experience",4
25828,Wonderful,Good,4
25829,Wonderful,Nice,4
25830,Nice product,"Everything is Good, but Some times while playing games, it get frame drops, a little laggy experience, just for 2-4 seconds game lags, than directly jumps to 60fps again
Display -4/5
Performance -4/5
Battery -3/5
Charging speed -5/5
Multitasking - 5/5
GTA gameplay - 4/5
Pubg pc -5/5
Pubg mobile - 2/5(too much frame drops)
For gaming this laptop is good👏",4
25831,Wonderful,Excellent laptop,4
25832,Delightful,"Good laptop for students , i took for education purpose. It takes 40s to restart .",4
25833,Good quality product,Battery performance back up is very low 4hrs max stand on battery laptop performance is good increse battey performance that is one draback,4
25834,Good quality product,Good,4
25835,Nice product,Not satisfied,4
25836,Delightful,Best product,4
25837,Really Nice,It was awesome,4
25838,Nice product,Overall good gaming budget laptop but battery backup should be increased,4
25839,Very Good,Good one.,4
25840,Nice product,"Good display
Awesome Performance
Battery drain fast
Value for money",4
25841,Really Nice,All good but sounding was little bit low and high performance and display superb finally budget product in 50k,4
25842,Nice product,Satisfied Product in this budget.,4
25843,Pretty good,Best for the price range,4
25844,Value-for-money,Ok Ok,4
25845,Good choice,"Superb laptop👌👌
But sound quality is low",4
25846,Really Nice,Value for money,4
25847,Delightful,Overall it's good one,4
25848,Worth the money,Almost ok,4
25849,Nice product,"I am writing this review after 1 month of heavy usage

I got this laptop at 48k in offer

Overall the performance is pretty good.
Best laptop for developers like Android and Web developers

But cons are -

worst battery backup ( 2 hrs for heavy usage & 3-4 hrs for normal usage )
Worst camera
And screen bezels are low quality plastic",4
25850,Very Good,LAPTOP WORKING IS REALLY NICE AND NICE GRAPHIC.,4
25851,Pretty good,Great purchase,4
25852,Delightful,Good one,4
25853,Good choice,Nice product,4
25854,Worth the money,"Very Good gaming laptop under 50k. Fast processing, screen is bright and clear. Speaker is also very clear but very slow. Look is also not classy. Performance wise, it is very good. I am giving this review after one month.",4
25855,Value-for-money,It is good but upto the mark.,4
25856,Wonderful,Good product. Elegant looks.,4
25857,Nice product,A good laptop,4
25858,Value-for-money,Best in this segment,4
25859,Really Nice,Good,4
25860,Value-for-money,Super,4
25861,Very Good,Realy good,4
25862,Nice product,Graphic is okok,4
25863,Nice product,The performance of laptop is overall good.,4
25864,Pretty good,Just awesome performance is awesome just go for it,4
25865,Pretty good,Great performance but the battery doesn't stay for long I play GTA V for 1 hour and it comes to 0 and heats up very quickly,4
25866,Nice product,Good budget laptop.,4
25867,Pretty good,Nice laptop for this price range,4
25868,Pretty good,Apart from battery life the laptop is great value for your bucks.,4
25869,Wonderful,Good product,4
25870,Nice product,"Most features and very law price, good performance",4
25871,Delightful,Good laptop for this price,4
25872,Nice product,"Crystal clear review by me-
Pros
1. I got it kn 47k and it's really super fast laptop
2.boottime 7 to 8 sec
3.average battery almost 5 hrs in battery saver mode on normal browsing
4.awesome looks
5.good for low end gaming ( if you have extra budget then go for asus tuf for gaming)

Cons.
1. Not provide ms team
2.i got a minor scratch which i not able to notice while i unboxing it which makes me little unsatisfied
3.bad quality camera",4
25873,Good quality product,"Very nice ....but heat up too fast
Overall performance better then hp",4
25874,Worth the money,"I'm using it from past 10days so far so good no problems are ther hope that it will work fine battery performance is also depends on wich software you're using, for me some times it gives 4 hours and some times 3hr on average for normal applications",4
25875,Wonderful,"After using three days, Impressed with the speed but too heavy to carry",4
25876,Really Nice,Value for money . Battery performance little bit an issue. Overall awesome product,4
25877,Nice product,Getting heat when play gta v and battery is drain fast too.,4
25878,Really Nice,Great laptop with affordable cost,4
25879,Delightful,good product you can buy it has no more battery life than 3 hours,4
25880,Pretty good,"Value for money 💰👌🏻
Display is not satisfied me...
Speaker sound are really bad👎🏻
Performance is fantastic....👌🏻
Thermal control is really nice..
One of the best laptop in this price segment..
Thanks to ACER👍🏻",4
25881,Very Good,"This is a high performance laptop u can say, I'm saying this because I also have the Acer nitro 5(an515-52) and compared to that laptop this laptop has
Pros.
High performance GPU
Higher generation processor
Less weight (2.15 kg Same category MSI comes with 1.8kg weight but that has 1 cooling fan)

Cons.
Keyboard is not that great Nitro 5 keyboard is better.
Speakers are not loud
Overall this is a high performance laptop.",4
25882,Nice product,"Sound is average, but absolutely value for money.",4
25883,Good choice,Good laptop at Best price. Battery backup and sound quality only low. Other wise all is ok.,4
25884,Wonderful,Good,4
25885,Wonderful,Under 50 k this is the best laptop with best features,4
25886,Good choice,"Good but battery backup is not good enough.

Its giving 3-4hours on video mode.

If it gaming it will go to 1-1.30 hours.

Remaining everything good at 46k",4
25887,Wonderful,Best features,4
25888,Very Good,Good option,4
25889,Wonderful,Nice product,4
25890,Pretty good,Best value for money. Only drawback is battery life.,4
25891,Pretty good,Round quality can be improved at this price.,4
25892,Good choice,Nice one,4
25893,Pretty good,Product is good but battery backup and camara is poor.,4
25894,Wonderful,Excellent,4
25895,Good quality product,"Overall Performance is quite nice but only problem that i faced that you have to by microsoft office from store or you must have an alterative of this.
I haven't started gaming but as soon as i start i'll defiantly update my review and share my review.",4
25896,Wonderful,Good,4
25897,Worth the money,Awesome,4
25898,Worth the money,Value for money laptop but battery life could be better and build quality is average,4
25899,Value-for-money,"Battery packup less
For battery out of 5 is 3.5",4
25900,Really Nice,Good performance of this laptop everything is good except battery for normal use battery is good last for 5 hr but from gaming point of view you should go for other laptop because if you run game then it lasts for hardly an hour. But overall good on laptop after using this since a week.,4
25901,Very Good,"In look it was awesome, before buying I thought it was a heavy laptop by weight, bt after using it physically, I am surely able to tell that it was a good laptop overall. Weight is also fair enough and design, performance are also good. Only battery backup is one issue and heating problem also (little bit).",4
25902,Very Good,"If you prefer battery dont buy it.
Everything else is awesome",4
25903,Really Nice,Good labtop,4
25904,Wonderful,It's a Good Laptop under best price.,4
25905,Value-for-money,Really nice product I am not use for gaming so I have good product gaming purpose is also better may be totally performance is good i review after 3months battery backup is too wrost just 48min is there remaining all are good conditions,4
25906,Good quality product,Very good performance and heat management. Battery backup is the worst. Charges up fast.,4
25907,Very Good,Best product but sound is low,4
25908,Good quality product,"Value for money, I have glad to inform you that. It is very good laptop.",4
25909,Good quality product,Its nice to purchase this... Currently its working good but battery can be more powerful.,4
25910,Very Good,Very nice i lkie this product value for money,4
25911,Nice product,It was good experience till today after reciev the order or 7 days .... running smoothly and fast .,4
25912,Pretty good,A very good laptop under 50k.,4
25913,Good quality product,Very Good products,4
25914,Nice product,"Good Product
Not much fancy but still ok",4
25915,Very Good,Good experience,4
25916,Nice product,The best lap for this money. Really it worths.,4
25917,Good choice,product is good but bettery back up less,4
25918,Good choice,Good one,4
25919,Good quality product,Nice product 👌👌👌👌bought at unbelievable price 😝😝,4
25920,Worth the money,V Good after one year use.,4
25921,Pretty good,"Since it was my first laptop, I didn't knew what to expect. It has been almost a week, and I noticed some performance issues like file manager not responding then crashing while browsing through folders with heavy quantity of files. It takes like forever to load & search for a particular file from external hdd. Even with just watching Videos, laptop gets pretty warm, idk if its gonna burn if i start playing games like gta v. Battery life is decent-ish for offline media consumption.",4
25922,Really Nice,It's ok,4
25923,Nice product,"Everything is good,It is really good product and ofcourse It is Value for money",4
25924,Nice product,Nyc laptop . but delivery is very let,4
25925,Pretty good,Speakers could be better,4
25926,Good choice,Good,4
25927,Good choice,I have to use it then I will give detail review,4
25928,Really Nice,"I purchased the laptop for 50k every thing was great for the price. This is i5 10300H which is 4 core and 8 threads
Design is ok it has two cooling fans but it's on the same side and cooling is adequate not as good as full fledged gaming laptop
Display is a very good TFT LCD display it's a good one with great viewing angle",4
25929,Really Nice,"Laptop is good but its sound is too low to hear, if you are buying this laptop then make sure you buy some external speakers with it to hear loud and good sound. I had to give it 5 star but due to the quality of sound of this lappy, i gave 4 star to it.",4
25930,Very Good,Good hardware with average display,4
25931,Really Nice,"very value for money, but there is a problem that there is no any other slot upgrading storage using SSD as well as HDD. we have to replace the 512 GB ssd with an upgrade upto 2 TB.",4
25932,Pretty good,Product is good,4
25933,Wonderful,It is a great laptop for that price.,4
25934,Pretty good,It's ok,4
25935,Very Good,"Overall good buy under 55k.
Pros.
1. The battery is okay would not expect much as it's a gaming laptop.
2. Performance is superb
3. It looks gr8 and weight is also well distributed
4. Keyboard flex is none.
5. Graphic card is working like charm.
6. Trackpad is okay.
7. 60HZ screen is okey for me as i am not a Gamer.
8. Best part is SSD which boots in under 10sec.


Cons.
1. Camera is worst
2. Speaker is like, always in 🔇 mute mode(worst experience).",4
25936,Good choice,Display quality is poor rather than that everything is fine.....Need to improve the display quality...,4
25937,Good choice,"It's a gaming laptop so battery gives backup only 4-5 hr on saving mode
Performance is best
Display is also good
Sound is decent
Over all best laptop in the segment",4
25938,Really Nice,Good,4
25939,Pretty good,"Nice product, with speed and multitasking",4
25940,Delightful,Good Product,4
25941,Very Good,Good,4
25942,Very Good,Great product at the given price range.,4
25943,Good choice,Only speaker and battery backup is not rest everything is fine,4
25944,Value-for-money,Sound Quality could have been better. but overall a great buy!!!,4
25945,Good choice,Good product.,4
25946,Superb,"Here is my review on this laptop after using for 2 weeks.

I've heard that this laptop heats up really quickly, but I didn't felt any thing like that. This laptop never reaches more than 10 degrees above my room temperature, even after I game on it for 4 hours. This can run mostly all games on high setting with 60 fps. I personally have tried 2 games on it valorant and apex legends both runs on high setting with 60 fps. And even this gives me 60 fps with high settings while recording in Valor...
READ MORE",5
25947,Just wow!,"Good Product, I am satisfied all of the features, except battery life, It is very awesome product, wheather have a little bits of improvement in battery life time.",5
25948,Wonderful,"Performance is good as I expect in this price segment they giving intel i5 10gen with 4gb nvidia 1650 there are no issue with normal use like surfing web and it can handle some heavy application like matlab etc it's good for coding etc. If you are a heavy gamer this will not satisfy you but it suits for entry level and lite gamers. Worst battery back up it stands for 2 hours in normal usage and in heavy usage it will stands max 1 hours. But it's a value for money laptop and in this price se...
READ MORE",5
25949,Great product,Amazing laptop. It has a premium and professional look with powerful hardware. Sound is a bit low but I bought external speakers for that so no problem. Everything else about the laptop easily makes up for that. Thanks alot Flipkart for the fast and safe delivery,5
25950,Super!,"product is good and performance is very smooth for video editings it not so good get upgrade for high graphic games handles smoothly
heat management is good
battery backup depends on work for heavy use 1hr,40min for less use 4hr for battersaving 5hr
overall expereince is very good",5
25951,Awesome,"A very nice laptop with good display . Also very well performed in day to day activities as well as gaming.
Definitely worth for money. Buy it!!!",5
25952,Mind-blowing purchase,"Best deal in this budget 👌, boot in just fraction of seconds, really very very fast, performance wise it's best in segment, N-Vidia Graphics card along with 512ssd, makes ideal for gaming & other hevy tasks, only drawback is battery but we should understand that gaming laptop consume more power, rest of the things you will enjoy for sure. What I wants in a laptop it has all.",5
25953,Best in the market!,"Value for Money! Amazing Laptop I got! It has mind blowing perfomance, It takes only 8 - 9 sec to boot ! Build Quality is also good...design is excellent ! It is completly made up of plastic but...build quality feels like it has mettalic body ! This is a quick review !",5
25954,Simply awesome,"Giving A review After 1 week Of Usage
💪BATTERY- Before Purchasing acer aspire 7 I had read That it Gives about 1 -2 hour of battery Backup. But In my Case I am getting 3-4 Hours easily after Doing Full charge In Normal Usage(not Playing Games) By the way You can't expect more From a gaming Laptop
😎 BOOTING SPEED- It Boots In 7-10 seconds
😁 DISPLAY- It is a 15.6 inch display Which looks amazing
😏BUILD QUALITY- build Quality is average. What more you can expect From A 50k laptop( I had pu...
READ MORE",5
25955,Terrific purchase,Got this one week before. Still got to learn so much about this pc. Very cool looking and stylish. Nice for small games. Graphic card supports many pc games. Xbox game bar is available.,5
25956,Classy product,"STRAIGHT TO THE POINT:-

PROS:-
+Preinstalled WIN 11(not win 10 as stated)
+I5 processor gives good performance in casual gaming and workspace
+FOR GAMERS:- TESTED FPS
{
_GTA5 (70FPS)-ULTRA SETTINGS
_VALORANT (150FPS)-HIGH GRAPHICS SETTINGS
_RED DEAD REDEMPTION 2-(50FPS)-NORMAL SETTINGS
-FORZA HORIZON 5 (60FPS)stable-Ultra settings
-AC ORIGINS& VALHALLA (60+60FPS) HIGH SETTINGS
}
+Display is nice and crisp with the GTX 1650
+Dx12
+Build quality is nice(could have been better)

Cons:-
-Speake...
READ MORE",5
25957,Super!,It's a beast laptop but only 1 thing I don't like is in keyboard center it gets hot n left n right side will be cool. While continues playing slowly the hotness spreads to left or right. But except hot . It's best for 12 hours gaming + steaming live.,5
25958,Brilliant,"Amazing performance.
Using battery saving mode, one can easily get 4hrs of battery backup.
Acer care centre is also a useful thing.
Make sure to debloat Norton security, it takes a chunk of RAM.
I upgraded to windows 11 through installation assistant tool, then reset my PC, it's running awesome.",5
25959,Just wow!,"I have fully stickered my laptop and This laptop is a beast For Gaming , Coding + 100% Good for education. Battery Backup is also good for Education gives 3 to 4 max . This Review i am doing after 1 and half month usage. Totally I Love My Loving Laptop.",5
25960,Wonderful,Battery is not that good it's like kam chalao. Other part are excellent . Display is also has good colour,5
25961,Battery problem solution !,I am using this laptop from past 2 months and my overall experience is good with this product and i see lots of peoples are complaining about its battery life. I am not sure about others products but mine is good .You can try installing NVIDIA geforce gaming drivers for better battery life . It happened with me when i installed studio drivers my battery drains with in 1 hour and after installing again gaming drivers my battery life enhance upto 4 to 5 hours on normal usage.,5
25962,Simply awesome,Best product I have ever buy .please don't buy MSI laptop as its service centers is not available and customer support is 3rd class. Acer product are much much better. in build quality and performance,5
25963,Fabulous!,"Rewiew after using for 5 months ...
I bought this Laptop at 52k and this is the best in this price range.
Graphics card
Intel IT 10th gen
Good display
Battery is not that good as this is gaming laptop
Overall Nice experience",5
25964,Awesome,"Most valuable laptop in this segment.
No other brand is offering this specs in under 50k.
Most valuable laptop for college guys who can't afford more than 50k and trying to buy a gaming laptop.",5
25965,Excellent,"If you are novice and new to pc gaming industry and looking for a budget gaming laptop avoiding high end games then it will perfectly suit you temperament and requirements.
For me it's a value for money laptop in this price range.
Additionally if you want a battery efficient one then go for the ryzen 5 model with U series processor.
Rest I can't post the photos because its not with me now but you may refer to other photos posted.
Thank you💓",5
25966,Simply awesome,"Worth to buy at this price range. Now I gone through all the way of my brand new acer aspire 7. Totally worth it when it comes to gaming and day to day works. But the only little bit cons is the battery, However it's better when comes to normal usage apart from gaming . May be 3- 4 hrs for normal activities which is good for Gaming laptop. I've played GTA 5 in it running at max frame rate at 1080p resolution.

Surely go for this if you are student or programmer or a budget gamer🔥",5
25967,Highly recommended,"1)Strongly recommend to those who interested to buy gaming laptop under 54k
2) I loved this laptop ❣️.
3) battery backup good average upto 5 hr ( only programming)
4) performance 5 🌟.",5
25968,Just wow!,"Lovely acer laptop is best laptop value for money best
Battery backup fast opening system in Mumbai launguage 1number",5
25969,Great product,Good work and very use full and good work such prize range,5
25970,Brilliant,"Bought for 49980 during offer really worth it boots within 6 or 7 sec due to fast nvme ssd.really value for money for this laptop for coding related purpose it runs with ease. Played gta-5 in medium graphics more than playable.
Advantages: performance is good
Best laptop for this price
Display is decent

Disadvantages: Battery drains quickly within 2 to 3 hours even moderate usage but it is gaming we can't expect long battery
...
READ MORE",5
25971,Highly recommended,Just simple lap . Not for a dedicated Gamer and editors . It's a all rounder lap for a btech students and professionals. It's display is awesome over all just love it 😍,5
25972,Awesome,Great deal at this effective price (46k) ... Just hope the audio output of this laptop could be better and otherthen this the laptop is best in the segment ...... It compete with 60k laptops,5
25973,Super!,"I am satisfied this laptop,🙂",5
25974,Fabulous!,"This laptop is really worth buying 😚
Sound is average but display is good 👍
Performance is also superb 👌
Boot time is also fast 🔥
Battery backup is also not bad actually .
U can live with it !!!
Must buy",5
25975,Brilliant,"LIKED THIS PRODUCT.... EXTREMELY FAST AND GOOD FOR ALL PEOPLE...LIKE IF U ARE A STUDENT , OFFICE WORKER OR PART TIME GAMER .....THERE ARE MANY LAPTOPS in 50k with ryzen 5 5500u and integrated graphics but this comes in 53k (only 3k more) and you get very much Higher performance. And no laptop gives dedicated graphics under 55k, so if you have tight budget of 52k-53k then no other laptop is better than this.",5
25976,Best in the market!,"Nice laptop with great features it as good speed performance with 4gb graphics card due to this it as a decent battery,sound not high and not low, no heating issue,data transfer, data surfing,charging also so fast.for this price this is the only laptop which comes with 4gb graphics , 5ghz clock speed more core processor",5
25977,Worth every penny,"Value of money
Too good in 50 k range
Performance is good
Display is also good
Battery backup is not so good but ok",5
25978,Super!,"Such a incredible product work amazing its been almost 3 month without any of trouble its working proper full satiesfied
Not a single issues
Pic not uploads because while writting this review am relaxing on couch and the laptop is in Another room and not in condition to move because am relaxing
But you Dont wait if Relly want to buy Go for it Best deal ever",5
25979,Must buy!,Wonderful product for coding and for watching videos...thanks to filpkart,5
25980,Super!,Till now liked it very much....,5
25981,Highly recommended,Price worthy,5
25982,Fabulous!,Best budget laptop.,5
25983,Brilliant,Best product,5
25984,Awesome,Good 👍,5
25985,Best in the market!,Its very good looking and nice working in every thing,5
25986,Worth every penny,Powerful,5
25987,Terrific,Amazing,5
25988,Simply awesome,"Very good laptop of this range,best performance but slightly the display disappointed.",5
25989,Super!,One of the best gaming laptop in this price range. However sound quality is not that good. Moreover colour also. Sometimes it appears color too pale. Without any second thought you can go for it.,5
25990,Perfect product!,this is best laptop in this price,5
25991,Perfect product!,Just osm go for it very smooth booting time is very fast,5
25992,Mind-blowing purchase,"This is it...you looking for gaming buddy? Just buy this!! I play far cry 5, rdr 2, watch dogs 2, etc with almost ultra graphic settings. And this is soooo dope. Soooo much smooth gameplay , heating issue is actually normal. Not sooo much heating trouble. And the only thing you have to take care is, don't play games without charging. Because, battery don't have the tendency to withstand games like rdr 2. It'll only last upto max 1 or 1and a half hour. Trust me ....I got this lap on aug 3. And...
READ MORE",5
25993,Super!,Satisfied,5
25994,Mind-blowing purchase,As of now working fine. I will update issue after 2-3 months use.,5
25995,Wonderful,Awesome laptop in this segment boots in 10 seconds,5
25996,Simply awesome,Amazing laptop with amazing configuration. Above expectations. Value for money 😍.. Go for this you will never be disappoint.,5
25997,Simply awesome,Best product,5
25998,Super!,Total good laptop,5
25999,Brilliant,amazing features with great quality,5
26000,Wonderful,Amazing product with i5 10th gen great speed and worthy,5
26001,Perfect product!,Value for money,5
26002,Fabulous!,"BEAST IN ALL REGARDS.. 💪
No laptop under 60k can beat it in performance..",5
26003,Perfect product!,"Superb performance laptop and bettery is upto 4 to 6 hour in normal use and speaker is low , i bought it in 52k so good performance in price range ,",5
26004,Terrific,"Writing this review after 1 month usage on heavy gaming and editing laptop performance is great as per price but dont buy this laptops for heavy gaming it can run any game till now at 60fps on 1080p low
Great for business purposes,coding,productivity and student uses and dont fall for reviews complaining screen bleeding only 1 in 1000 laptops have that and battry is not too good 1 hour backup on gaming and 2 to 3 hour depending on software for productivity and here are Some benchmarks

...
READ MORE",5
26005,Brilliant,"Excellent performance for gaming and multitasking.
Running gta 5 with no lag and working smoothly.
Good battery life upto 5hrs after fully used.
Win 11 upgrade available.
MS office not given in package.
RAM upgradable to 32 gb.
If using for gaming go with 1tb hdd. As 512 ssd is not sufficient.",5
26006,Terrific purchase,"I think in 2021 where Graphics card price on high..
This laptop with good specifications value for money !",5
26007,Brilliant,"I'll just say, it's worth it.",5
26008,Super!,"Amazing laptop, Owesome experince
Good gaming, multitasking, laptop
Use for video Editing, song making, and also use Heavy Software 👍",5
26009,Super!,"This product is awesome, after lots of research I bought this....battery and overall performance is great....and you are not going to get 2.4 ghz base clock speed laptop in this range....so go for this.",5
26010,Just wow!,Just awesome ...,5
26011,Fabulous!,Bought it for 53k after 3 months of usage im totally satisfied.its worth every penny.go for it. only draw back is its speakers although its not a problem.since i always use headsets.apart from that its totally worth it..,5
26012,Great product,Performance is best as I expected.ssd is fast.it boots under 8second.but battery life is wrost😭😭😭😭😭😭😭😭😭😭😭😭,5
26013,Classy product,"Good product at this price range. Quick boot with less than 6 seconds. Upto 6 hours of battery backup for normal use. No heating issues. Good speed, anti glare screen are added advantages. Overall value for your money.",5
26014,Awesome,"Awesome value for money product, better than i5 9th gen with 1650 ti version , there is heating issue but it was common in gaming laptop so dont bother it buy a cooling pad , the performance is great totally speedy feel with ssd also ,",5
26015,Excellent,"Good display & design
Windows 11 ready to download
Best laptop under 50 k🙂👍👌
Packing is perfect but delivery a bit delayed",5
26016,Brilliant,"Very good product, in this price it is just awesome",5
26017,Mind-blowing purchase,"Review after 1 week of usage
Best gaming laptop under 55k without a doubt
It comes with a simple design so it doesn't look like a normal gaming laptop.Battery is good.

Only con I noticed is with the colour of the display some colours are not so perfect but it is not a con which makes us difficult to use the lap and it can't be noticed easily

Highly recommended laptop below 55k👍",5
26018,Terrific purchase,Cool product..love it❤️,5
26019,Fabulous!,"Writing this review after 5 months of usage.
Pros-
Build quality is great. Feels solid.
Display is crisp and clear.
Boots up in seconds.
Games like F1, NFS, GTA runs easily.

Cons-
Heats up while gaming or running simulations.",5
26020,Wonderful,"Writing this after 3 months of heavy usage.
Pros :
Display was very good
Core i5+GTX1650 plays heavy games very well
Backlit keyboard
Great for heavy coding

Cons :
Battery :(
Nothing else

Tips :
Add extra 8GB ram for video editors
Buy extra HDD or SSD for more storage as 512GB gets full fast. :D

Overall :
Best product with great display, great for students, and for eSports players too😃",5
26021,Terrific,"Value for money product , i just loved it

battery needs to be improved expect battery everything is top notch",5
26022,Excellent,Everything is fine 🙂,5
26023,Terrific purchase,"I brought it for 49990 in big billion days.
Everything is awesome
Speaker sounds are so low, but clear
Performance is great with i5 and 10th gen,512 SSD,8gb ram& 4gb graphic card",5
26024,Great product,"Best product in this price range
If u are looking for gaming...this is for u
Lastly u can do all your works in this laptop without facing any problem 😈",5
26025,Great product,"Iam had been using for past 3 months.Good booting speed, Good for games and coding.

But my concern about battery is better not good.",5
26026,Great product,"This acer 7 laptop is good , high Speed , every thing is good except battery , battery duration not to much as usual but okk, fully plastic body",5
26027,Best in the market!,Very nice 👍🏻 product .. i like it . Must buy this product . Value for money 🤑,5
26028,Super!,Best laptop at this price range.,5
26029,Brilliant,Osm..nice product,5
26030,Wonderful,Awesome Laptop,5
26031,Perfect product!,Good product,5
26032,Must buy!,"Very slip and with good build quality, performance is also good, value for money",5
26033,Wonderful,"Good delivery from flipkart and good product purchasing
And fabulous product",5
26034,Terrific purchase,"Awesome performance at best price.

2 cons,
Battery and speaker.

Battery backup is 2hours on normal usage.
On heavy use u will only get 1hour battery backup.

Speakers sound is very low. My cheep phone speaker is much louder and clear.


If u don't care about these two cons, and has speakers and use laptop more on adapter. Then this is beast laptop for gaming. Video editing and any work related stuff. At this price i think these cons should be ignored...",5
26035,Must buy!,Value for money nice product,5
26036,Worth every penny,Battery is good performance is good laptop is beast,5
26037,Mind-blowing purchase,"one of the greatest purchase of this year.. got it for 51990.. really good for the price range with specs and design, weight almost everything.. just got to add one more stick of ram and you can totally do anything on this beast. highly recommended.",5
26038,Wonderful,Extremely good laptop in this price. I bought in 53700/_ only,5
26039,Wonderful,"This device is just amazing, great performance,great display, great design.
Only issue is battery life but what to expect from a gaming laptop 😂",5
26040,Wonderful,"This laptop purchase also good and working for performance and om boosts will pe power on button 1sec
And display for ips pannel and know u safe this laptop

For gaming, AutoCAD, solid work and now etc run easier way and graphic will be must including on 4gb and 1650 gtx force GATEIDIA

Btt someone battery power low
Btt 100%charge on laptop
Easy way work on 4 to 5 hrs",5
26041,Best in the market!,"Good performance..
Display is awesome..
Camera quality is normal
overall this Lap is so Gooooood.....
😘 I like 💻........
Great choice I'm happy😊...",5
26042,Best in the market!,"Hello guys i am writing this review after using 5 days this laptop.
This is osm good performance value off money i get this in 48K in this budget its good
Don't waste your time just go for it under 50k
Under 50K its no comparison any other

Guys just go for it",5
26043,Brilliant,After using 6 months ....it was soo good and excellent performance alsoo.....,5
26044,Best in the market!,"Posting this review after 3 Months of use
Pros: Display is good, Keyboard is good, Battery life is also good
heat management is good

Cons: No as of such
Value for Money!
Overall in this price segment this laptop is beast....
Definitely worth for money. Buy it!!!",5
26045,Excellent,"Very best in this price range
Bouht it for 50k.

But while playing gta5 there is sudden frame drops for 1 or 2 sec. Battery is ok ok..

Rest all is fine till now... after 3 months of use.",5
26046,Just wow!,"Premium look & design, fulfilled the expectations at this price point . It is a value for money product.",5
26047,Best in the market!,NICE PRODUCT,5
26048,Must buy!,"Too Good Product .
only faced Problem with Delivery .It Took total 10 days .
Soo Annoying ...

Rest of Laptop Is Great In Terms Of Performance ..",5
26049,Awesome,"Best value for money laptop in this price range. however, the battery could be improved. It gives around 3 hours of normal usage backup (no gaming, just normal office work) which is quite weak but at the end, the laptop is really good and design is top notch.",5
26050,Wonderful,"Very good laptop,good screen but battery only stands for 3 hour ,that is the weak point otherwise no doubt very gppd laptop at 48k",5
26051,Classy product,Amazing,5
26052,Highly recommended,Good,5
26053,Simply awesome,"all systems , display , functions are good but battery backup is not good",5
26054,Brilliant,Value for money and awesome variant.,5
26055,Terrific,"As shown in flipkart, best value,.
Baki perfomance top notch.
Design and build quality perfect.",5
26056,Brilliant,Thoda hitting issue this laptop overall unstapable mind blowing ❤️❤️❤️❤️❤️❤️❤️,5
26057,Best in the market!,"this laptop is best in class in 50000 , best speed and best performance.",5
26058,Wonderful,Best laptop in this price,5
26059,Excellent,Good product. Battery backup only not satisfied. Performance is good,5
26060,Perfect product!,Aweaome worth for money,5
26061,Best in the market!,Best product,5
26062,Super!,Best laptop ever seen best for students and to play games,5
26063,Wonderful,This laptop is awesome. As I also reads all reviews before buying... But it's outstanding but am not getting msoffice product key. Am taking follow up with dell. Which they agree while purchasing. But about performance it's awesome. In budget of 49k,5
26064,Great product,Allow it to take air from below and temps will below 70c while gaming Pin drop silent fans when using chrome and office,5
26065,Must buy!,THE BEAST,5
26066,Terrific purchase,This Product is very Best,5
26067,Just wow!,Excellent performance....,5
26068,Terrific purchase,Simply superb,5
26069,Perfect product!,its really worth every penny... only thing is battery life... it can be better. i get arround 2 hours of gaming.,5
26070,Terrific purchase,"Nice one
Recommending",5
26071,Classy product,Excellent laptop. Very nice performance. But speaker sound is a bit low. Rest everything is awesome,5
26072,Classy product,"Just wow🔥
Really really loved it❤️",5
26073,Terrific purchase,"Value for the money and good performance lap top I’m using for Photography editing.
It is responding very well .",5
26074,Highly recommended,Goodddd,5
26075,Wonderful,"After 3 times of buying attempt, finally I got this product,coz I love this product",5
